Saison;DateMatch;Journee;adversaire;lieu;joueur;Titulaire;Minutes;Buts;CartonJaune;CartonRouge
2017;2017-09-23;Quart-finale / Retour;Sundowns / AFS;Domicile;A. Attouchi;Tit.;90;;1;
2017;2017-09-23;Quart-finale / Retour;Sundowns / AFS;Domicile;S. Saidi;Tit.;90;1;;
2017;2017-09-23;Quart-finale / Retour;Sundowns / AFS;Domicile;A. Bencharki;Tit.;90;;;
2017;2017-09-23;Quart-finale / Retour;Sundowns / AFS;Domicile;B. Nekkach;Tit.;90;;;
2017;2017-09-23;Quart-finale / Retour;Sundowns / AFS;Domicile;G. Nicaise Daho;Tit.;76;;;
2017;2017-09-23;Quart-finale / Retour;Sundowns / AFS;Domicile;I. Haddad;Tit.;84;;;
2017;2017-09-23;Quart-finale / Retour;Sundowns / AFS;Domicile;M. Ounajem;Tit.;90;;;
2017;2017-09-23;Quart-finale / Retour;Sundowns / AFS;Domicile;A. Khadrouf;Remp.;6;;;
2017;2017-09-23;Quart-finale / Retour;Sundowns / AFS;Domicile;W. El Karti;Remp.;14;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;A. Aboulfath;Tit.;90;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;A. Dari;Tit.;90;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;A. El Amloud;Tit.;51;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;A. El Kaabi;Tit.;90;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;A. R. Tagnaouti;Tit.;90;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;B. Aouk;Tit.;74;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;B. Gadarine;Tit.;90;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;S. Msuva;Tit.;90;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;S. Saidi;Tit.;90;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;W. El Karti;Tit.;74;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;Y. Attiatallah;Tit.;90;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;A. Serrhat;Remp.;39;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;M. Babatunde;Remp.;16;;;
2020/21;2020-12-23;Deuxième tour;Stade Malien;Extérieur;M. Ellafi;Remp.;16;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;A. Aboulfath;Tit.;90;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;A. Dari;Tit.;90;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;A. El Amloud;Tit.;89;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;A. El Kaabi;Tit.;90;1;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;A. R. Tagnaouti;Tit.;90;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;M. Ellafi;Tit.;77;2;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;S. Msuva;Tit.;86;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;S. Saidi;Tit.;90;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;W. El Karti;Tit.;90;;1;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;Y. Attiatallah;Tit.;90;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;Y. Jabrane;Tit.;90;;1;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;M. Babatunde;Remp.;13;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;M. Rahim;Remp.;1;;;
2020/21;2021-01-06;Deuxième tour;Stade Malien;Domicile;Z. El-Moutaraji;Remp.;4;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;A. R. Tagnaouti;Tit.;12;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;Y. Attiatallah;Tit.;90;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;A. Aboulfath;Tit.;90;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;A. Dari;Tit.;90;;1;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;A. El Amloud;Tit.;90;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;S. El Moudane;Tit.;68;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;Y. Jabrane;Tit.;90;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;S. Msuva;Tit.;46;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;W. El Karti;Tit.;46;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;M. Ellafi;Tit.;89;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;A. El Kaabi;Tit.;90;1;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;C.I. Comara;Remp.;1;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;S. Saidi;Remp.;22;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;A. El Hassouni;Remp.;44;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;M. Ounajem;Remp.;44;;;
2020/21;2021-02-23;Phase de poules;Petro Luanda;Extérieur;Y. Henin;Remp.;78;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;A. R. Tagnaouti;Tit.;90;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;A. El Amloud;Tit.;90;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;A. Dari;Tit.;78;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;A. Aboulfath;Tit.;90;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;Y. Attiatallah;Tit.;88;;1;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;Y. Jabrane;Tit.;90;1;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;S. Saidi;Tit.;68;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;M. Ounajem;Tit.;68;1;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;W. El Karti;Tit.;90;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;M. Ellafi;Tit.;79;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;A. El Kaabi;Tit.;90;1;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;Z. El-Moutaraji;Remp.;11;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;S. Msuva;Remp.;22;1;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;A. El Hassouni;Remp.;22;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;M. Rahim;Remp.;2;;;
2020/21;2021-02-28;Phase de poules;Kaizer Chiefs;Domicile;C.I. Comara;Remp.;12;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;A. R. Tagnaouti;Tit.;90;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;A. El Amloud;Tit.;90;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;A. Aboulfath;Tit.;90;;1;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;C.I. Comara;Tit.;90;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;Y. Attiatallah;Tit.;90;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;Y. Jabrane;Tit.;90;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;W. El Karti;Tit.;89;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;M. Ounajem;Tit.;68;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;A. El Hassouni;Tit.;48;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;M. Ellafi;Tit.;68;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;A. El Kaabi;Tit.;89;1;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;S. Saidi;Remp.;42;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;Z. El-Moutaraji;Remp.;22;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;S. Msuva;Remp.;22;1;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;S. El Moudane;Remp.;1;;;
2020/21;2021-03-06;Phase de poules;Horoya;Domicile;M. Rahim;Remp.;1;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;A. R. Tagnaouti;Tit.;90;;1;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;Y. Attiatallah;Tit.;90;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;A. Aboulfath;Tit.;90;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;A. Dari;Tit.;90;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;A. El Amloud;Tit.;90;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;Y. Jabrane;Tit.;90;;1;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;S. Saidi;Tit.;69;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;M. Ellafi;Tit.;64;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;W. El Karti;Tit.;89;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;M. Ounajem;Tit.;64;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;A. El Kaabi;Tit.;90;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;Z. El-Moutaraji;Remp.;26;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;S. Msuva;Remp.;26;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;S. El Moudane;Remp.;21;;;
2020/21;2021-03-16;Phase de poules;Horoya;Extérieur;C.I. Comara;Remp.;1;;;
2020/21;2021-04-03;Phase de poules;Kaizer Chiefs;Extérieur;I. Sioudi;Tit.;90;;;
2020/21;2021-04-03;Phase de poules;Kaizer Chiefs;Extérieur;B. Gadarine;Tit.;90;;;
2020/21;2021-04-03;Phase de poules;Kaizer Chiefs;Extérieur;C.I. Comara;Tit.;90;;;
2020/21;2021-04-03;Phase de poules;Kaizer Chiefs;Extérieur;A. Farhane;Tit.;90;;1;
2020/21;2021-04-03;Phase de poules;Kaizer Chiefs;Extérieur;M. Rahim;Tit.;90;;;
2020/21;2021-04-03;Phase de poules;Kaizer Chiefs;Extérieur;B. Aouk;Tit.;52;;;
2020/21;2021-04-03;Phase de poules;Kaizer Chiefs;Extérieur;S. El Moudane;Tit.;90;;;
2020/21;2021-04-03;Phase de poules;Kaizer Chiefs;Extérieur;A. Serrhat;Tit.;90;;;
2020/21;2021-04-03;Phase de poules;Kaizer Chiefs;Extérieur;H. Ait Allal;Tit.;84;;;
