saison;dateMatch;Journee;adversaire;lieu;Joueur;Titulaire;Minutes;Buts;CartonJaune;CartonRouge;TAB_Marque;TAB_Rate
2016/17;2016-10-20;2;CAK;Domicile;M. Ounajem;Remp.;2;;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;A. Noussair;Tit.;90;;1.0;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;Y. Rabeh;Tit.;90;1.0;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;A. Lamrabet;Tit.;90;;1.0;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;S. Saidi;Tit.;90;1.0;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;B. Nekkach;Tit.;90;;1.0;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;A. Bencharki;Tit.;58;1.0;1.0;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;W. El Karti;Tit.;78;;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;I. Haddad;Tit.;70;;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;F. Ondama;Remp.;32;1.0;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;M. Ounajem;Remp.;20;;;;0;0
2016/17;2016-10-23;6;FAR;Extérieur;J. Ait Ben Idder;Remp.;12;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;A. Noussair;Tit.;90;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;A. Lamrabet;Tit.;90;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;S. Saidi;Tit.;90;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;B. Nekkach;Tit.;90;;1.0;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;A. Bencharki;Tit.;66;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;W. El Karti;Tit.;56;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;I. Haddad;Tit.;57;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;W. Jibor;Tit.;90;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;F. Ondama;Remp.;24;1.0;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;M. Ounajem;Remp.;23;;;;0;0
2016/17;2016-10-28;7;DHJ;Domicile;Tchikatara C.;Remp.;34;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;A. Noussair;Tit.;90;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;A. Atouchi;Tit.;90;;1.0;;0;0
2016/17;2016-11-01;3;MAT;Domicile;A. Lamrabet;Tit.;90;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;J. Ait Ben Idder;Tit.;90;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;B. Nekkach;Tit.;90;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;A. Bencharki;Tit.;71;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;F. Ondama;Tit.;79;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;I. Haddad;Tit.;82;1.0;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;M. Ounajem;Remp.;19;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;A. Khadrouf;Remp.;8;;;;0;0
2016/17;2016-11-01;3;MAT;Domicile;W. El Karti;Remp.;11;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;A. Noussair;Tit.;90;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;A. Lamrabet;Tit.;90;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;J. Ait Ben Idder;Tit.;90;;1.0;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;B. Nekkach;Tit.;90;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;A. Bencharki;Tit.;73;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;F. Ondama;Tit.;85;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;I. Haddad;Tit.;67;1.0;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;W. Jibor;Tit.;90;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;A. Asbahi;Remp.;17;;1.0;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;A. Khadrouf;Remp.;5;;;;0;0
2016/17;2016-11-05;8;KAC;Extérieur;R. El Hajhouj;Remp.;23;;1.0;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;A. Noussair;Tit.;90;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;A. Lamrabet;Tit.;90;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;J. Ait Ben Idder;Tit.;70;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;B. Nekkach;Tit.;90;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;A. Bencharki;Tit.;90;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;F. Ondama;Tit.;80;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;I. Haddad;Tit.;45;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;S. Saidi;Remp.;20;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;W. El Karti;Remp.;10;;;;0;0
2016/17;2016-11-19;9;JSKT;Domicile;M. Ounajem;Remp.;45;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;A. Noussair;Tit.;90;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;M. Fall;Tit.;90;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;A. Lamrabet;Tit.;90;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;J. Ait Ben Idder;Tit.;85;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;B. Nekkach;Tit.;90;;1.0;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;A. Bencharki;Tit.;68;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;F. Ondama;Tit.;90;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;S. Saidi;Tit.;90;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;W. Jibor;Tit.;90;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;I. Haddad;Remp.;31;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;W. El Karti;Remp.;5;;;;0;0
2016/17;2016-11-27;10;RCA;Extérieur;M. Ounajem;Remp.;1;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;A. Noussair;Tit.;90;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;M. Fall;Tit.;90;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;A. Lamrabet;Tit.;90;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;M. Ounajem;Tit.;82;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;B. Nekkach;Tit.;90;;1.0;;0;0
2016/17;2016-12-03;11;IRT;Domicile;A. Bencharki;Tit.;89;;1.0;;0;0
2016/17;2016-12-03;11;IRT;Domicile;F. Ondama;Tit.;66;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;S. Saidi;Tit.;90;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;W. Jibor;Tit.;90;2.0;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;R. El Hajhouj;Remp.;8;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;A. Khadrouf;Remp.;1;;;;0;0
2016/17;2016-12-03;11;IRT;Domicile;Tchikatara C.;Remp.;24;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;B. Benachour;Tit.;90;;1.0;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;A. Noussair;Tit.;90;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;M. Fall;Tit.;67;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;A. Lamrabet;Tit.;90;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;M. Ounajem;Tit.;90;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;J. Ait Ben Idder;Tit.;90;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;A. Bencharki;Tit.;82;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;W. El Karti;Tit.;63;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;S. Saidi;Tit.;90;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;W. Jibor;Tit.;90;1.0;1.0;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;R. El Hajhouj;Remp.;8;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;M. Karnass;Remp.;23;;;;0;0
2016/17;2016-12-07;4;RSB;Extérieur;Tchikatara C.;Remp.;27;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;A. Noussair;Tit.;90;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;B. Nekkach;Tit.;90;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;A. Lamrabet;Tit.;90;;;1.0;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;M. Ounajem;Tit.;61;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;J. Ait Ben Idder;Tit.;90;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;A. Bencharki;Tit.;79;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;Tchikatara C.;Tit.;67;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;S. Saidi;Tit.;90;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;F. Ondama;Remp.;29;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;B. Gadarine;Remp.;23;;;;0;0
2016/17;2016-12-11;12;HUSA;Extérieur;M. Karnass;Remp.;11;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;A. Noussair;Tit.;90;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;Y. El Kordi;Tit.;90;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;B. Nekkach;Tit.;90;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;A. Asbahi;Tit.;68;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;Tchikatara C.;Tit.;48;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;A. Bencharki;Tit.;90;1.0;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;F. Ondama;Tit.;78;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;S. Saidi;Tit.;90;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;W. Jibor;Tit.;90;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;M. Ounajem;Remp.;42;;1.0;;0;0
2016/17;2016-12-18;13;OCS;Domicile;A. Khadrouf;Remp.;22;;;;0;0
2016/17;2016-12-18;13;OCS;Domicile;W. El Karti;Remp.;12;;1.0;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;B. Benachour;Tit.;90;;1.0;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;A. Noussair;Tit.;29;;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;Y. El Kordi;Tit.;71;;1.0;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;B. Nekkach;Tit.;90;;1.0;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;S. Saidi;Tit.;90;;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;W. El Karti;Tit.;86;;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;F. Ondama;Tit.;90;;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;A. Bencharki;Tit.;90;;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;B. Gadarine;Remp.;19;;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;J. Ait Ben Idder;Remp.;4;;;;0;0
2016/17;2016-12-24;14;FUS;Extérieur;M. Karnass;Remp.;61;1.0;1.0;;0;0
2016/17;2016-12-30;15;KACM;Domicile;B. Benachour;Tit.;90;;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;S. Saidi;Tit.;90;;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;A. Atouchi;Tit.;90;;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;A. Lamrabet;Tit.;68;;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;B. Nekkach;Tit.;45;;1.0;;0;0
2016/17;2016-12-30;15;KACM;Domicile;A. Khadrouf;Tit.;86;;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;M. Karnass;Tit.;90;;1.0;;0;0
2016/17;2016-12-30;15;KACM;Domicile;F. Ondama;Tit.;90;1.0;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;A. Bencharki;Tit.;90;;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;A. El Hassouni;Remp.;4;;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;M. Ounajem;Remp.;45;;;;0;0
2016/17;2016-12-30;15;KACM;Domicile;B. Gadarine;Remp.;22;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;A. Noussair;Tit.;90;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;A. Atouchi;Tit.;90;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;A. Lamrabet;Tit.;58;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;B. Nekkach;Tit.;90;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;A. Khadrouf;Tit.;90;1.0;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;M. Ounajem;Tit.;79;1.0;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;W. El Karti;Tit.;73;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;A. Bencharki;Tit.;90;1.0;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;H. Amaanane;Remp.;17;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;F. Ondama;Remp.;11;;;;0;0
2016/17;2017-02-05;16;OCK;Domicile;B. Gadarine;Remp.;32;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;A. Noussair;Tit.;90;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;Y. Rabeh;Tit.;90;;1.0;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;A. Lamrabet;Tit.;58;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;B. Nekkach;Tit.;90;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;A. Khadrouf;Tit.;75;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;M. Ounajem;Tit.;89;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;W. El Karti;Tit.;73;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;A. Bencharki;Tit.;90;1.0;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;W. Jibor;Tit.;90;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;F. Ondama;Remp.;15;;;;0;0
2016/17;2017-02-12;17;CAK;Extérieur;M. Mouhtadi;Remp.;1;;;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;A. Noussair;Tit.;90;;1.0;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;B. Gadarine;Tit.;90;;1.0;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;B. Nekkach;Tit.;90;;;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;F. Ondama;Tit.;63;;;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;M. Ounajem;Tit.;90;;1.0;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;W. El Karti;Tit.;90;;;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;A. Bencharki;Tit.;86;;;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;W. Jibor;Tit.;90;1.0;1.0;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;J. Ait Ben Idder;Remp.;27;;;;0;0
2016/17;2017-02-18;18;MAT;Extérieur;W. El Karti;Remp.;4;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;A. Noussair;Tit.;90;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;A. Atouchi;Tit.;90;1.0;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;B. Gadarine;Tit.;90;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;B. Nekkach;Tit.;90;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;A. Khadrouf;Tit.;89;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;M. Ounajem;Tit.;90;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;W. El Karti;Tit.;90;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;A. Bencharki;Tit.;90;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;W. Jibor;Tit.;63;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;J. Ait Ben Idder;Remp.;1;;;;0;0
2016/17;2017-02-25;19;RSB;Domicile;A. El Hassouni;Remp.;27;;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;A. Noussair;Tit.;90;;1.0;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;M. Fall;Tit.;90;;1.0;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;B. Gadarine;Tit.;90;;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;B. Nekkach;Tit.;90;;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;A. Khadrouf;Tit.;89;;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;M. Ounajem;Tit.;90;1.0;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;W. El Karti;Tit.;90;;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;A. Bencharki;Tit.;75;;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2017-03-03;20;CRA;Extérieur;J. Ait Ben Idder;Remp.;15;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;A. Noussair;Tit.;90;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;Y. Rabeh;Tit.;90;;1.0;;0;0
2016/17;2017-04-03;21;FAR;Domicile;A. Atouchi;Tit.;90;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;B. Gadarine;Tit.;78;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;B. Nekkach;Tit.;65;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;F. Ondama;Tit.;90;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;M. Ounajem;Tit.;90;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;W. El Karti;Tit.;90;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;A. Bencharki;Tit.;90;;1.0;;0;0
2016/17;2017-04-03;21;FAR;Domicile;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;A. Khadrouf;Remp.;25;;;;0;0
2016/17;2017-04-03;21;FAR;Domicile;A. El Hassouni;Remp.;12;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;A. Noussair;Tit.;90;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;A. Atouchi;Tit.;90;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;A. Lamrabet;Tit.;90;;1.0;;0;0
2016/17;2017-04-08;23;KAC;Domicile;B. Nekkach;Tit.;90;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;F. Ondama;Tit.;87;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;M. Ounajem;Tit.;89;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;W. El Karti;Tit.;90;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;A. Bencharki;Tit.;74;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;W. Jibor;Tit.;90;1.0;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;A. Khadrouf;Remp.;16;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;A. El Hassouni;Remp.;3;;;;0;0
2016/17;2017-04-08;23;KAC;Domicile;J. Ait Ben Idder;Remp.;1;;;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;A. Noussair;Tit.;90;;1.0;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;Y. Rabeh;Tit.;90;;1.0;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;A. Lamrabet;Tit.;90;;1.0;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;B. Nekkach;Tit.;90;;;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;M. Fall;Tit.;90;;;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;M. Ounajem;Tit.;79;;;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;W. El Karti;Tit.;90;;;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;A. Bencharki;Tit.;80;;;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;W. Jibor;Tit.;90;;1.0;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;A. Khadrouf;Remp.;10;;;;0;0
2016/17;2017-04-12;22;DHJ;Extérieur;F. Ondama;Remp.;11;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;Y. Belakhdar;Tit.;90;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;M. Fall;Tit.;90;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;B. Gadarine;Tit.;90;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;B. Nekkach;Tit.;90;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;S. Saidi;Tit.;70;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;M. Ounajem;Tit.;79;1.0;1.0;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;W. El Karti;Tit.;90;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;A. Khadrouf;Tit.;90;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;F. Ondama;Tit.;87;1.0;1.0;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;A. Asbahi;Remp.;20;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;H. El Wasti;Remp.;11;;;;0;0
2016/17;2017-04-16;24;JSKT;Extérieur;Z. Amimi;Remp.;3;;;;0;0
2016/17;2017-04-23;25;RCA;Domicile;Z. Laaroubi;Tit.;90;;;;0;0
2016/17;2017-04-23;25;RCA;Domicile;A. Noussair;Tit.;90;;1.0;;0;0
2016/17;2017-04-23;25;RCA;Domicile;M. Fall;Tit.;90;;;;0;0
2016/17;2017-04-23;25;RCA;Domicile;A. Atouchi;Tit.;90;1.0;;;0;0
2016/17;2017-04-23;25;RCA;Domicile;A. Lamrabet;Tit.;90;;1.0;;0;0
2016/17;2017-04-23;25;RCA;Domicile;B. Nekkach;Tit.;90;;1.0;;0;0
2016/17;2017-04-23;25;RCA;Domicile;S. Saidi;Tit.;90;;1.0;;0;0
2016/17;2017-04-23;25;RCA;Domicile;M. Ounajem;Tit.;90;;;;0;0
2016/17;2017-04-23;25;RCA;Domicile;W. El Karti;Tit.;89;;;;0;0
2016/17;2017-04-23;25;RCA;Domicile;A. Bencharki;Tit.;89;;;;0;0
2016/17;2017-04-23;25;RCA;Domicile;W. Jibor;Tit.;77;;;;0;0
