saison;dateMatch;Journee;adversaire;lieu;Joueur;Titulaire;Minutes;Buts;CartonJaune;CartonRouge;TAB_Marque;TAB_Rate
2012/13;2012-09-19;1;FAR;Extérieur;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;M. Lamssen;Tit.;90;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;Y. Rabeh;Tit.;90;;1.0;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;S. Fettah;Tit.;90;;1.0;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;Y. El Mankari;Tit.;90;;1.0;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;P. Andersson;Tit.;90;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;B. El Hilali;Tit.;90;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;M. Berrabah;Tit.;90;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;A. Lamnasfi;Tit.;67;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;L. Mouithys;Tit.;56;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;F. Ondama;Tit.;75;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;O. Ghareb;Remp.;23;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;O. Najdi;Remp.;15;;;;0;0
2012/13;2012-09-19;1;FAR;Extérieur;Y. El Houassi;Remp.;34;;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;M. Lamssen;Tit.;73;;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;O. Ghareb;Tit.;90;;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;S. Fettah;Tit.;90;;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;P. Andersson;Tit.;66;;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;M. Berrabah;Tit.;90;;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;A. Lamnasfi;Tit.;90;;1.0;;0;0
2012/13;2012-09-23;2;OCK;Domicile;O. Najdi;Tit.;90;1.0;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;F. Ondama;Tit.;90;1.0;;;0;0
2012/13;2012-09-23;2;OCK;Domicile;B. Koné;Remp.;24;;1.0;;0;0
2012/13;2012-09-23;2;OCK;Domicile;A. Kacimi;Remp.;17;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;M. Lamssen;Tit.;81;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;O. Ghareb;Tit.;90;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;S. Fettah;Tit.;76;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;Y. El Mankari;Tit.;34;;1.0;1.0;0;0
2012/13;2012-09-30;3;MAS;Extérieur;B. Koné;Tit.;90;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;H. El Amrani;Tit.;90;;1.0;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;B. El Hilali;Tit.;90;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;O. Najdi;Tit.;90;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;F. Ondama;Tit.;90;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;A. Skouma;Remp.;14;;;;0;0
2012/13;2012-09-30;3;MAS;Extérieur;O. Attayat Lah;Remp.;9;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;M. Lamssen;Tit.;90;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;H. El Amrani;Tit.;90;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;O. Ghareb;Tit.;90;;1.0;;0;0
2012/13;2012-10-25;4;CODM;Domicile;L. Mouithys;Tit.;75;1.0;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;B. Koné;Tit.;90;1.0;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;J. Issen;Tit.;83;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;B. El Hilali;Tit.;88;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;M. Berrabah;Tit.;90;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;F. Ondama;Tit.;90;1.0;1.0;;0;0
2012/13;2012-10-25;4;CODM;Domicile;O. Najdi;Remp.;15;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;A. Asbahi;Remp.;7;;;;0;0
2012/13;2012-10-25;4;CODM;Domicile;S. Fettah;Remp.;2;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;M. Lamssen;Tit.;90;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;H. El Amrani;Tit.;90;;1.0;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;S. Fettah;Tit.;90;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;B. El Hilali;Tit.;90;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;B. Koné;Tit.;89;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;M. Berrabah;Tit.;90;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;J. Issen;Tit.;53;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;L. Mouithys;Tit.;90;1.0;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;F. Ondama;Tit.;82;;1.0;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;O. Najdi;Remp.;8;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;Z. El Hilali;Remp.;1;;;;0;0
2012/13;2012-11-01;6;RSB;Extérieur;Y. Lakhal;Remp.;37;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;M. Lamssen;Tit.;90;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;H. El Amrani;Tit.;90;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;B. El Hilali;Tit.;90;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;B. Koné;Tit.;79;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;M. Berrabah;Tit.;90;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;Y. Lakhal;Tit.;89;1.0;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;A. Benkejjane;Tit.;90;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;F. Ondama;Tit.;58;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;L. Mouithys;Tit.;90;;1.0;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;O. Najdi;Remp.;32;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;S. Fettah;Remp.;11;;;;0;0
2012/13;2012-11-10;7;DHJ;Domicile;A. Lamnasfi;Remp.;1;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;H. El Amrani;Tit.;90;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;A. Benkejjane;Tit.;90;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;M. Lamssen;Tit.;90;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;B. Koné;Tit.;67;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;M. Berrabah;Tit.;90;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;B. El Hilali;Tit.;88;;1.0;;0;0
2012/13;2012-11-17;5;CRA;Domicile;F. Ondama;Tit.;90;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;L. Mouithys;Tit.;61;1.0;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;Y. El Houassi;Remp.;29;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;Y. Lakhal;Remp.;23;;;;0;0
2012/13;2012-11-17;5;CRA;Domicile;S. Fettah;Remp.;2;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;H. El Amrani;Tit.;90;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;A. Benkejjane;Tit.;90;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;Y. Rabeh;Tit.;90;;1.0;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;M. Lamssen;Tit.;90;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;P. Andersson;Tit.;70;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;Y. El Mankari;Tit.;90;;1.0;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;S. Fettah;Tit.;90;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;Y. Lakhal;Tit.;47;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;F. Ondama;Tit.;90;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;L. Mouithys;Tit.;90;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;A. Zaoui;Remp.;43;;;;0;0
2012/13;2012-11-21;8;FUS;Extérieur;O. Najdi;Remp.;20;1.0;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;H. El Amrani;Tit.;90;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;A. Rachdi;Tit.;90;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;M. Lamssen;Tit.;90;1.0;1.0;;0;0
2012/13;2012-11-25;9;RBM;Domicile;B. Koné;Tit.;90;;1.0;;0;0
2012/13;2012-11-25;9;RBM;Domicile;Y. El Mankari;Tit.;77;;1.0;;0;0
2012/13;2012-11-25;9;RBM;Domicile;A. Zaoui;Tit.;68;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;P. Andersson;Tit.;90;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;O. Najdi;Tit.;83;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;L. Mouithys;Tit.;90;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;Y. El Houassi;Remp.;7;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;J. Issen;Remp.;22;;;;0;0
2012/13;2012-11-25;9;RBM;Domicile;A. Kacimi;Remp.;11;;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;H. El Amrani;Tit.;90;;1.0;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;A. Rachdi;Tit.;90;;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;M. Lamssen;Tit.;90;;1.0;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;B. Koné;Tit.;76;1.0;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;A. Asbahi;Tit.;90;;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;S. Fettah;Tit.;88;;1.0;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;Y. El Mankari;Tit.;90;;1.0;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;A. Mouaoui;Tit.;72;;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;L. Mouithys;Tit.;90;;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;A. Zaoui;Remp.;2;;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;P. Andersson;Remp.;14;;;;0;0
2012/13;2012-12-02;10;KAC;Extérieur;Y. El Houassi;Remp.;18;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;H. El Amrani;Tit.;90;1.0;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;A. Benkejjane;Tit.;51;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;M. Lamssen;Tit.;90;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;O. Najdi;Tit.;90;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;S. Fettah;Tit.;90;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;P. Andersson;Tit.;90;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;M. Berrabah;Tit.;90;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;F. Ondama;Tit.;90;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;L. Mouithys;Tit.;72;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;A. Asbahi;Remp.;39;;;;0;0
2012/13;2012-12-09;11;WAF;Domicile;Y. El Houassi;Remp.;18;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;S. Fettah;Tit.;90;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;H. El Amrani;Tit.;90;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;M. Lamssen;Tit.;90;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;P. Andersson;Tit.;90;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;Y. Lakhal;Tit.;62;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;M. Berrabah;Tit.;90;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;F. Ondama;Tit.;83;1.0;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;L. Mouithys;Tit.;89;;1.0;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;O. Najdi;Remp.;1;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;A. Lamnasfi;Remp.;28;;;;0;0
2012/13;2012-12-16;12;RCA;Extérieur;A. Asbahi;Remp.;7;;;;0;0
2012/13;2012-12-22;13;OCS;Domicile;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2012-12-22;13;OCS;Domicile;M. Lamssen;Tit.;73;;;;0;0
2012/13;2012-12-22;13;OCS;Domicile;Y. Rabeh;Tit.;90;;1.0;;0;0
2012/13;2012-12-22;13;OCS;Domicile;H. El Amrani;Tit.;90;1.0;1.0;;0;0
2012/13;2012-12-22;13;OCS;Domicile;S. Fettah;Tit.;90;;;;0;0
2012/13;2012-12-22;13;OCS;Domicile;Y. El Mankari;Tit.;90;1.0;1.0;;0;0
2012/13;2012-12-22;13;OCS;Domicile;P. Andersson;Tit.;90;;;;0;0
2012/13;2012-12-22;13;OCS;Domicile;Y. Lakhal;Tit.;68;1.0;;;0;0
2012/13;2012-12-22;13;OCS;Domicile;M. Berrabah;Tit.;85;;1.0;;0;0
2012/13;2012-12-22;13;OCS;Domicile;L. Mouithys;Tit.;90;;1.0;;0;0
2012/13;2012-12-22;13;OCS;Domicile;F. Ondama;Tit.;90;1.0;;;0;0
2012/13;2012-12-22;13;OCS;Domicile;O. Najdi;Remp.;22;;;;0;0
2012/13;2012-12-22;13;OCS;Domicile;A. Asbahi;Remp.;5;;1.0;;0;0
2012/13;2012-12-22;13;OCS;Domicile;A. El Khaliqi;Remp.;17;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;N. El Myaghri;Tit.;90;-1.0;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;M. Lamssen;Tit.;90;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;Y. Rabeh;Tit.;90;;1.0;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;S. Fettah;Tit.;90;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;Y. Lakhal;Tit.;75;;;1.0;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;P. Andersson;Tit.;90;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;A. Asbahi;Tit.;90;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;M. Berrabah;Tit.;70;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;O. Najdi;Tit.;78;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;F. Ondama;Tit.;89;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;B. El Hilali;Remp.;20;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;A. Lamnasfi;Remp.;1;;;;0;0
2012/13;2012-12-29;14;HUSA;Extérieur;Y. El Houassi;Remp.;12;;;;0;0
2012/13;2013-01-06;15;MAT;Domicile;Y. El Houassli;Tit.;90;;;;0;0
2012/13;2013-01-06;15;MAT;Domicile;M. Lamssen;Tit.;90;;;;0;0
2012/13;2013-01-06;15;MAT;Domicile;A. Atouchi;Tit.;90;;;;0;0
2012/13;2013-01-06;15;MAT;Domicile;J. Allioui;Tit.;90;;;;0;0
2012/13;2013-01-06;15;MAT;Domicile;S. Fettah;Tit.;90;;;;0;0
2012/13;2013-01-06;15;MAT;Domicile;B. El Hilali;Tit.;70;;;;0;0
2012/13;2013-01-06;15;MAT;Domicile;P. Andersson;Tit.;90;1.0;;;0;0
2012/13;2013-01-06;15;MAT;Domicile;Y. El Mankari;Tit.;90;;1.0;;0;0
2012/13;2013-01-06;15;MAT;Domicile;A. Asbahi;Tit.;89;;1.0;;0;0
2012/13;2013-01-06;15;MAT;Domicile;L. Mouithys;Tit.;90;1.0;1.0;;0;0
2012/13;2013-01-06;15;MAT;Domicile;F. Ondama;Tit.;90;;1.0;;0;0
2012/13;2013-01-06;15;MAT;Domicile;A. Lamnasfi;Remp.;1;;;;0;0
2012/13;2013-01-06;15;MAT;Domicile;O. Najdi;Remp.;20;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;N. El Myaghri;Tit.;66;;;1.0;0;0
2012/13;2013-02-11;16;OCK;Extérieur;M. Lamssen;Tit.;90;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;Y. Rami;Tit.;90;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;K. Sekkat;Tit.;90;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;B. El Hilali;Tit.;90;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;P. Andersson;Tit.;88;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;A. Asbahi;Tit.;88;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;L. Mouithys;Tit.;90;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;F. Ondama;Tit.;70;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;Y. El Houassli;Remp.;20;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;S. Fettah;Remp.;2;;;;0;0
2012/13;2013-02-11;16;OCK;Extérieur;Y. El Houassi;Remp.;2;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;Y. El Houassli;Tit.;90;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;M. Lamssen;Tit.;90;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;Y. Rami;Tit.;90;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;K. Sekkat;Tit.;90;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;B. El Hilali;Tit.;59;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;P. Andersson;Tit.;75;;1.0;;0;0
2012/13;2013-02-17;17;MAS;Domicile;Y. El Mankari;Tit.;90;;1.0;;0;0
2012/13;2013-02-17;17;MAS;Domicile;A. Asbahi;Tit.;77;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;L. Mouithys;Tit.;90;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;F. Ondama;Tit.;90;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;B. Koné;Remp.;15;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;O. Attayat Lah;Remp.;31;;;;0;0
2012/13;2013-02-17;17;MAS;Domicile;M. Berrabah;Remp.;13;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;Y. El Houassli;Tit.;90;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;M. Lamssen;Tit.;90;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;Y. Rami;Tit.;90;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;K. Sekkat;Tit.;89;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;B. El Hilali;Tit.;72;;1.0;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;P. Andersson;Tit.;90;;1.0;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;M. Berrabah;Tit.;90;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;L. Mouithys;Tit.;90;1.0;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;Y. El Houassi;Tit.;77;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;B. Koné;Remp.;18;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;S. Fettah;Remp.;1;;;;0;0
2012/13;2013-02-23;18;CODM;Extérieur;A. Lamnasfi;Remp.;13;;1.0;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;M. Lamssen;Tit.;90;;1.0;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;Y. Rabeh;Tit.;90;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;Y. Rami;Tit.;90;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;S. Fettah;Tit.;90;;1.0;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;B. El Hilali;Tit.;87;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;P. Andersson;Tit.;89;1.0;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;M. Berrabah;Tit.;90;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;A. Lamnasfi;Tit.;59;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;L. Mouithys;Tit.;90;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;A. Asbahi;Remp.;3;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;F. Ondama;Remp.;31;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;B. Koné;Remp.;1;;;;0;0
2012/13;2013-03-03;19;CRA;Extérieur;Y. El Houassi;Banc.;0;;1.0;;0;0
2012/13;2013-03-10;20;RSB;Domicile;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2013-03-10;20;RSB;Domicile;A. Rachdi;Tit.;78;;1.0;;0;0
2012/13;2013-03-10;20;RSB;Domicile;Y. Rabeh;Tit.;34;;;1.0;0;0
2012/13;2013-03-10;20;RSB;Domicile;Y. Rami;Tit.;90;;1.0;;0;0
2012/13;2013-03-10;20;RSB;Domicile;S. Fettah;Tit.;90;;1.0;;0;0
2012/13;2013-03-10;20;RSB;Domicile;M. Berrabah;Tit.;90;;;;0;0
2012/13;2013-03-10;20;RSB;Domicile;Y. Lakhal;Tit.;46;;;;0;0
2012/13;2013-03-10;20;RSB;Domicile;P. Andersson;Tit.;90;;;;0;0
2012/13;2013-03-10;20;RSB;Domicile;A. Asbahi;Tit.;61;;;;0;0
2012/13;2013-03-10;20;RSB;Domicile;F. Ondama;Tit.;90;;;;0;0
2012/13;2013-03-10;20;RSB;Domicile;L. Mouithys;Tit.;90;;;;0;0
2012/13;2013-03-10;20;RSB;Domicile;Y. El Mankari;Remp.;44;;;;0;0
2012/13;2013-03-10;20;RSB;Domicile;B. El Hilali;Remp.;29;;;;0;0
2012/13;2013-03-10;20;RSB;Domicile;O. Najdi;Remp.;12;;1.0;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;M. Lamssen;Tit.;90;;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;A. Atouchi;Tit.;90;;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;J. Allioui;Tit.;90;;1.0;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;S. Fettah;Tit.;90;;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;Y. El Mankari;Tit.;90;;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;P. Andersson;Tit.;81;;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;M. Berrabah;Tit.;74;;1.0;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;B. El Hilali;Tit.;90;;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;Y. El Houassi;Tit.;90;;1.0;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;O. Najdi;Tit.;73;1.0;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;B. Koné;Remp.;16;;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;A. Asbahi;Remp.;8;;;;0;0
2012/13;2013-03-28;21;DHJ;Extérieur;L. Mouithys;Remp.;17;;;;0;0
2012/13;2013-04-01;22;FUS;Domicile;N. El Myaghri;Tit.;90;;;;0;0
2012/13;2013-04-01;22;FUS;Domicile;M. Lamssen;Tit.;90;;;;0;0
2012/13;2013-04-01;22;FUS;Domicile;J. Allioui;Tit.;90;;;;0;0
2012/13;2013-04-01;22;FUS;Domicile;Y. Rami;Tit.;90;;;;0;0
2012/13;2013-04-01;22;FUS;Domicile;S. Fettah;Tit.;90;;;;0;0
2012/13;2013-04-01;22;FUS;Domicile;Y. El Mankari;Tit.;90;;1.0;;0;0
2012/13;2013-04-01;22;FUS;Domicile;M. Berrabah;Tit.;90;;1.0;;0;0
2012/13;2013-04-01;22;FUS;Domicile;P. Andersson;Tit.;90;1.0;1.0;;0;0
2012/13;2013-04-01;22;FUS;Domicile;B. El Hilali;Tit.;77;;;;0;0
